Sample Name,Sample Shipped,Sample Sequenced,DRC Received,Available on Cavatica,Genomics Data Harmonized,Phenotype Data Harmonized,Year,Contact PI,Institution Name,Title
e10d5351-748a,1,0,0,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
271205cc-17f1,0,0,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e622cf1f-aede,1,1,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
87914820-ba62,0,1,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
bfbc2afe-6945,1,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
fddc284f-f391,0,1,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
98be9901-025b,0,0,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
df8104f7-5250,1,0,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d3a5167e-8333,0,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
69cf84b6-4b26,1,1,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
50d932b4-b670,0,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
75f2fad1-f1be,1,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
fb5599c7-c919,1,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
6c8320d8-9166,0,0,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
67a16991-f9b0,1,1,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
562bacc4-f6ff,0,1,1,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
4380583f-4a73,1,0,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
93f38269-8e37,0,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
93a99fcf-38bb,1,1,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
91736c62-f445,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
89267bf8-256e,1,0,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
f27ca493-6019,1,0,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
486b2acc-2f6c,0,0,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
fa5b3f40-e509,1,1,1,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
8813ada2-2223,0,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
12ab70bc-8f28,1,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
ec21ccef-4c6c,0,1,0,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
ba56f945-caf5,1,1,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
19177a0e-66b0,0,0,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d271959e-e273,0,0,0,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
3d1cd24f-0d60,0,1,1,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
75c7f154-5465,0,1,0,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e6c11f5f-182c,0,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
5538995d-2ce5,0,0,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
1acbccc1-c480,0,0,1,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
97813dce-9799,1,0,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
194fe782-1aa3,1,0,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
fc1eb447-6e5b,0,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
4dd73920-74e2,1,0,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
9fafee3c-e365,0,1,1,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
f6cef4ab-d628,1,1,0,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
7974a3e7-4933,0,1,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
16fb061f-0be2,0,0,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d4c81f64-2edd,0,1,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
84b0867e-df66,1,0,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
47043eca-5883,0,0,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
ff72f984-3387,0,0,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
2a80c38f-38f0,1,0,0,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d2b9fb72-269f,0,1,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
6cc7b13e-b747,0,0,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
39429268-8348,0,1,0,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
c4f4e6ad-a5c6,0,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
97ad8337-a71d,0,0,0,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
acc9af3a-ba73,0,0,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
35c36125-5363,0,1,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
49f4a491-7827,1,1,0,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
6ce9490b-f962,0,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d455198d-2526,1,1,1,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
0c324fb9-42e6,1,1,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
984dab7f-ae38,1,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
411e006f-3f5a,1,0,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e9dce746-72d3,0,0,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
9da6578b-7ac9,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
006c2ec3-3ee8,0,1,1,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
5ffb5fbc-592b,1,0,0,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
895913e5-1fdf,0,1,0,1,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
fd6fc9db-4517,1,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
874754ba-2f9b,0,1,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
976ea6f6-ae11,1,1,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
e67c1121-996e,0,1,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
8f94309c-e37d,0,0,1,0,0,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
480df92a-4637,0,0,1,1,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
6a49a3be-828d,0,1,0,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
c1173488-5551,1,1,0,1,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
12019c63-fb4c,0,1,1,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
30d62c87-86b2,0,0,1,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
af73dfd4-285b,1,0,0,0,1,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
30a8d2e5-898d,1,0,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
47e08945-22a9,1,1,1,0,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
bb159e43-b56d,0,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
64a7fdf9-ccaf,0,0,0,1,1,1,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
6db755ed-6a3e,0,1,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
43e590fa-0805,0,1,0,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
da92df9b-02f6,1,0,1,0,0,0,2016,Mary Marazita,University of Pittsburgh at Pittsburgh,Kids First: Genomics of Orofacial Cleft Birth Defects in Latin American Families
d919c540-1b26,1,0,1,0,0,1,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
a4bfb1e7-ae8d,1,0,0,1,0,0,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
170a972f-76ec,1,1,0,0,1,0,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
bda6ee11-c95f,1,1,0,0,0,1,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
d5e4643a-db99,0,0,1,0,0,1,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
74862365-c5b6,0,1,1,1,0,1,2016,John Maris,Children's hospital of Philadelphia,Genetic Basis of Neuroblastoma initiation and progression
02666e9c-8237,1,0,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
963ce1e3-b551,1,1,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
5286f05e-94dc,1,0,1,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
ef9669cc-97be,0,0,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
b475ad27-ed7b,1,1,1,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
ba157d77-366d,1,0,0,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
bed1c968-2aab,0,0,1,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
29285ad5-a767,1,1,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
d38a4eed-7f18,1,0,0,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
37012b6e-112b,1,0,1,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
a27d408d-4d97,0,1,0,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
ca77f1b7-5e9f,1,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
1a5d0e8c-f0a0,0,0,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f456d47e-e526,0,1,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
37870160-9f94,0,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f21881b3-af36,0,1,1,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
0ebcea3a-ac2d,0,1,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
898ad5b3-0f33,0,0,1,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
5611ea89-01f7,1,1,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
b1f282bc-02ce,0,1,1,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
d90d51a1-be29,0,1,0,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
a6b05eb8-b407,0,1,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
4b801184-fb17,0,1,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
2379b3d2-b995,0,0,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
ea7ff89a-12ae,0,0,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
4e5baecb-25f1,0,0,0,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
27bd0ed3-a55f,1,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
15308508-10ef,1,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
86349178-a7f0,1,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
503e700c-0af5,1,1,0,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
bcfeb99c-e723,1,0,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
c1c9b099-fe3d,0,1,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
c9b55fe1-9a20,1,0,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
d75c2634-44cb,0,0,1,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
4ea1706e-e7d4,1,0,1,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
84c6f775-08fc,0,1,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f9a63a5f-e3ad,0,0,0,1,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
df807f09-c152,0,1,0,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
b8d2d19f-72a9,0,0,0,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
86955699-24d6,1,0,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
b9b7a15e-ef70,1,0,1,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
67e7349b-dcd6,1,1,0,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
77cb8850-c4dd,0,0,1,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
14c8a4ff-2ddb,0,0,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f8ce875a-5d68,0,0,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
5058cd1e-64b6,1,0,1,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
b54cb4bd-0548,1,0,0,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
e6f2cb62-4ece,1,0,0,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
99c38611-fcec,1,0,1,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
2d461f65-0b95,1,1,1,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
fb447fb1-4e45,0,0,0,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f83c9982-266e,0,0,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
0882d079-7306,1,1,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
6956534a-e98c,1,1,0,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
d39ac820-5b9b,1,1,0,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
34614bff-8105,1,1,1,1,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
c64e7ff0-eeea,0,1,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
7dc93ade-d72c,1,1,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
37a7a32c-5312,1,0,0,0,1,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
68821d2f-50da,1,1,1,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
80b5402e-17e7,0,1,0,1,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
f10a51df-6d0e,0,0,0,0,0,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
c8827293-3461,0,1,1,0,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
0609cc70-e5c6,1,1,0,0,1,0,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
027682c5-55ec,1,1,1,1,0,1,2016,Charles Mullighan,St. Jude Children's Research Hospital,Genomic Analysis of Familial Leukemia
01c6a31d-b69b,0,1,1,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
e8d035df-866d,1,0,1,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
278b8941-64a7,1,1,1,0,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
6c96efff-68dc,1,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0a8e23e8-d5b2,1,1,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
4f1be55b-3b92,1,0,1,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0c31edcc-54ef,1,0,0,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
e71f50e2-80b3,1,0,1,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
0810b364-2038,1,0,1,1,1,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
978b31c4-8da2,0,1,0,0,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
858f231f-19a5,0,1,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
6ff1c33e-94ef,0,1,0,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
1e08e206-86c4,1,1,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
ac389fa1-a781,1,1,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
8d480e7a-96fb,0,0,0,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
56f98a74-bbd3,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
ef825253-9b82,0,0,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b3e73d58-c67c,1,0,0,0,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
42a2f8a0-8da5,1,0,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
b3352350-a2ae,0,1,0,1,1,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
7c3657e9-ba8d,1,0,0,1,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
83631e29-b360,0,0,0,0,0,1,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
cd34bfda-4906,0,0,1,1,0,0,2016,Sharon Plon,Baylor College of Medicine,Identifying Novel Cancer Susceptibility Mutations from Unselected Childhood Cancer Patient and Parent Trios
